File Name,Objective Function Calls,Threads,Algorithm Name,Iteration,Best Score,Num Objective Calls,Num Hash Calls,Total Time (ms),Iterations,Restarts
random_64_24,10,12,Many Sequential Memetic,0,0.4079,1000452,1037033472,22974,16672,0
random_64_24,10,12,Many Sequential Memetic,1,0.408247,1000392,1036972032,22325,16671,0
random_64_24,10,12,Many Sequential Memetic,2,0.158163,1000392,1036972032,22650,16671,0
random_64_24,10,12,Parallel Memetic,0,0.407934,1000032,1026127872,46137,16667,0
random_64_24,10,12,Parallel Memetic,1,0.407959,1000032,1026127872,44286,16667,0
random_64_24,10,12,Parallel Memetic,2,0.157844,1000032,1026127872,42992,16667,0
random_64_24,10,12,Parallel Random Walk,0,0.407906,1000002,1026097152,48268,99999,0
random_64_24,10,12,Parallel Random Walk,1,0.407906,1000002,1026097152,47221,99999,0
random_64_24,10,12,Parallel Random Walk,2,0.407906,1000002,1026097152,46874,99999,0
random_64_24,10,12,Sequential Memetic,0,0.157695,1000032,1026127872,134712,16667,0
random_64_24,10,12,Sequential Memetic,1,0.158363,1000032,1026127872,131543,16667,0
random_64_24,10,12,Sequential Memetic,2,0.15853,1000032,1026127872,131519,16667,0
random_64_24,10,2,Many Sequential Memetic,0,0.157891,1000102,1026199552,76631,16668,0
random_64_24,10,2,Many Sequential Memetic,1,0.408198,1000042,1026138112,77886,16667,0
random_64_24,10,2,Many Sequential Memetic,2,0.158073,1000042,1026138112,78597,16667,0
random_64_24,10,2,Parallel Memetic,0,0.408006,1000032,1026127872,84675,16667,0
random_64_24,10,2,Parallel Memetic,1,0.157743,1000032,1026127872,92562,16667,0
random_64_24,10,2,Parallel Memetic,2,0.158513,1000032,1026127872,89570,16667,0
random_64_24,10,2,Parallel Random Walk,0,0.314302,1000002,1026097152,92262,99999,0
random_64_24,10,2,Parallel Random Walk,1,0.269221,1000002,1026097152,99021,99999,0
random_64_24,10,2,Parallel Random Walk,2,0.269221,1000002,1026097152,99313,99999,0
random_64_24,10,2,Sequential Memetic,0,0.157778,1000032,1026127872,121357,16667,0
random_64_24,10,2,Sequential Memetic,1,0.158344,1000032,1026127872,116231,16667,0
random_64_24,10,2,Sequential Memetic,2,0.157734,1000032,1026127872,137713,16667,0
random_64_24,10,6,Many Sequential Memetic,0,0.408006,1000146,1030434816,31718,16668,0
random_64_24,10,6,Many Sequential Memetic,1,0.407966,1000206,1030496256,31829,16669,0
random_64_24,10,6,Many Sequential Memetic,2,0.157985,1000206,1030496256,32209,16669,0
random_64_24,10,6,Parallel Memetic,0,0.408099,1000032,1026127872,48734,16667,0
random_64_24,10,6,Parallel Memetic,1,0.157824,1000032,1026127872,49070,16667,0
random_64_24,10,6,Parallel Memetic,2,0.40799,1000032,1026127872,49375,16667,0
random_64_24,10,6,Parallel Random Walk,0,0.407906,1000002,1026097152,61850,99999,0
random_64_24,10,6,Parallel Random Walk,1,0.340197,1000002,1026097152,61793,99999,0
random_64_24,10,6,Parallel Random Walk,2,0.314302,1000002,1026097152,62113,99999,0
random_64_24,10,6,Sequential Memetic,0,0.157947,1000032,1026127872,134991,16667,0
random_64_24,10,6,Sequential Memetic,1,0.408022,1000032,1026127872,134961,16667,0
random_64_24,10,6,Sequential Memetic,2,0.15776,1000032,1026127872,138903,16667,0
random_64_24,100,12,Many Sequential Memetic,0,0.158049,1003212,1039859712,22100,1670,0
random_64_24,100,12,Many Sequential Memetic,1,0.158178,1003812,1040474112,21983,1671,0
random_64_24,100,12,Many Sequential Memetic,2,0.158089,1004412,1041088512,22734,1672,0
random_64_24,100,12,Parallel Memetic,0,0.157951,1000302,1026404352,36039,1667,0
random_64_24,100,12,Parallel Memetic,1,0.157926,1000302,1026404352,36164,1667,0
random_64_24,100,12,Parallel Memetic,2,0.158101,1000302,1026404352,40308,1667,0
random_64_24,100,12,Parallel Random Walk,0,0.269327,1000002,1026097152,40236,9999,0
random_64_24,100,12,Parallel Random Walk,1,0.269509,1000002,1026097152,40793,9999,0
random_64_24,100,12,Parallel Random Walk,2,0.269221,1000002,1026097152,40841,9999,0
random_64_24,100,12,Sequential Memetic,0,0.157847,1000302,1026404352,130895,1667,0
random_64_24,100,12,Sequential Memetic,1,0.15811,1000302,1026404352,119925,1667,0
random_64_24,100,12,Sequential Memetic,2,0.158041,1000302,1026404352,121063,1667,0
random_64_24,100,2,Many Sequential Memetic,0,0.158028,1000402,1026506752,78552,1667,0
random_64_24,100,2,Many Sequential Memetic,1,0.157947,1000402,1026506752,80992,1667,0
random_64_24,100,2,Many Sequential Memetic,2,0.157854,1000402,1026506752,81194,1667,0
random_64_24,100,2,Parallel Memetic,0,0.157767,1000302,1026404352,89374,1667,0
random_64_24,100,2,Parallel Memetic,1,0.157696,1000302,1026404352,90742,1667,0
random_64_24,100,2,Parallel Memetic,2,0.407896,1000302,1026404352,90061,1667,0
random_64_24,100,2,Parallel Random Walk,0,0.282572,1000002,1026097152,92498,9999,0
random_64_24,100,2,Parallel Random Walk,1,0.269221,1000002,1026097152,94477,9999,0
random_64_24,100,2,Parallel Random Walk,2,0.269221,1000002,1026097152,91814,9999,0
random_64_24,100,2,Sequential Memetic,0,0.157918,1000302,1026404352,132514,1667,0
random_64_24,100,2,Sequential Memetic,1,0.157917,1000302,1026404352,135781,1667,0
random_64_24,100,2,Sequential Memetic,2,0.157698,1000302,1026404352,135866,1667,0
random_64_24,100,6,Many Sequential Memetic,0,0.157701,1001406,1031725056,31390,1668,0
random_64_24,100,6,Many Sequential Memetic,1,0.157671,1002606,1032953856,31342,1670,0
random_64_24,100,6,Many Sequential Memetic,2,0.157942,1002006,1032339456,31699,1669,0
random_64_24,100,6,Parallel Memetic,0,0.157886,1000302,1026404352,45096,1667,0
random_64_24,100,6,Parallel Memetic,1,0.157771,1000302,1026404352,45134,1667,0
random_64_24,100,6,Parallel Memetic,2,0.158159,1000302,1026404352,44244,1667,0
random_64_24,100,6,Parallel Random Walk,0,0.338235,1000002,1026097152,48675,9999,0
random_64_24,100,6,Parallel Random Walk,1,0.407906,1000002,1026097152,48515,9999,0
random_64_24,100,6,Parallel Random Walk,2,0.269221,1000002,1026097152,50059,9999,0
random_64_24,100,6,Sequential Memetic,0,0.15775,1000302,1026404352,129018,1667,0
random_64_24,100,6,Sequential Memetic,1,0.158403,1000302,1026404352,133887,1667,0
random_64_24,100,6,Sequential Memetic,2,0.157837,1000302,1026404352,136342,1667,0
random_64_24,10000,12,Many Sequential Memetic,0,0.158155,1560012,1610022912,37433,24,0
random_64_24,10000,12,Many Sequential Memetic,1,0.269494,1560012,1610022912,39829,24,0
random_64_24,10000,12,Many Sequential Memetic,2,0.158023,1560012,1610022912,36160,24,0
random_64_24,10000,12,Parallel Memetic,0,0.157868,1030002,1056817152,37610,17,0
random_64_24,10000,12,Parallel Memetic,1,0.158393,1030002,1056817152,36046,17,0
random_64_24,10000,12,Parallel Memetic,2,0.269528,1030002,1056817152,35385,17,0
random_64_24,10000,12,Parallel Random Walk,0,0.269332,1000002,1026097152,38534,99,0
random_64_24,10000,12,Parallel Random Walk,1,0.269629,1000002,1026097152,36905,99,0
random_64_24,10000,12,Parallel Random Walk,2,0.158294,1000002,1026097152,36558,99,0
random_64_24,10000,12,Sequential Memetic,0,0.157821,1030002,1056817152,142158,17,0
random_64_24,10000,12,Sequential Memetic,1,0.157779,1030002,1056817152,134105,17,0
random_64_24,10000,12,Sequential Memetic,2,0.157765,1030002,1056817152,134278,17,0
random_64_24,10000,2,Many Sequential Memetic,0,0.15991,1100002,1128497152,89221,18,0
random_64_24,10000,2,Many Sequential Memetic,1,0.158591,1100002,1128497152,86603,18,0
random_64_24,10000,2,Many Sequential Memetic,2,0.158669,1100002,1128497152,89109,18,0
random_64_24,10000,2,Parallel Memetic,0,0.157906,1030002,1056817152,87612,17,0
random_64_24,10000,2,Parallel Memetic,1,0.157769,1030002,1056817152,89678,17,0
random_64_24,10000,2,Parallel Memetic,2,0.158445,1030002,1056817152,89961,17,0
random_64_24,10000,2,Parallel Random Walk,0,0.269777,1000002,1026097152,89117,99,0
random_64_24,10000,2,Parallel Random Walk,1,0.269359,1000002,1026097152,93074,99,0
random_64_24,10000,2,Parallel Random Walk,2,0.26938,1000002,1026097152,89722,99,0
random_64_24,10000,2,Sequential Memetic,0,0.158484,1030002,1056817152,136335,17,0
random_64_24,10000,2,Sequential Memetic,1,0.157848,1030002,1056817152,134210,17,0
random_64_24,10000,2,Sequential Memetic,2,0.158131,1030002,1056817152,133416,17,0
random_64_24,10000,6,Many Sequential Memetic,0,0.15786,1140006,1173651456,35851,18,0
random_64_24,10000,6,Many Sequential Memetic,1,0.15797,1140006,1173651456,37120,18,0
random_64_24,10000,6,Many Sequential Memetic,2,0.157889,1140006,1173651456,37370,18,0
random_64_24,10000,6,Parallel Memetic,0,0.160011,1030002,1056817152,45882,17,0
random_64_24,10000,6,Parallel Memetic,1,0.158372,1030002,1056817152,46641,17,0
random_64_24,10000,6,Parallel Memetic,2,0.15826,1030002,1056817152,46108,17,0
random_64_24,10000,6,Parallel Random Walk,0,0.158246,1000002,1026097152,46495,99,0
random_64_24,10000,6,Parallel Random Walk,1,0.269255,1000002,1026097152,47659,99,0
random_64_24,10000,6,Parallel Random Walk,2,0.26929,1000002,1026097152,47770,99,0
random_64_24,10000,6,Sequential Memetic,0,0.157787,1030002,1056817152,135664,17,0
random_64_24,10000,6,Sequential Memetic,1,0.158066,1030002,1056817152,137126,17,0
random_64_24,10000,6,Sequential Memetic,2,0.158295,1030002,1056817152,139340,17,0
